OLgene	dir_prot	dir_trans	sig_prot	sig_trans
40	CAVIN2	0.688394165	0.0350324424044469	0.102637681	0.979261132460626
41	FN1	0.197431564	0.556897570033118	0.33137176	0.0283529075059324
42	PECR	1.848051071	1.31598297901905	3.340908903	1.38243794352389e-06
43	GPD1	1.477871323	2.02697124615438	1.047915004	1.40777592399531e-07
44	KRT8	-0.030305481	-0.0941936407097544	0.016032536	0.942449460243062
45	PFDN5	-0.59009819	-0.102952693014492	0.40357534	0.830776990285059
46	PCBP2	0.503805161	-0.0125769279270714	0.696023883	0.972328081449267
47	HNRNPA1	0.265408707	-0.227955297347323	0.085633926	0.620123699248241
48	SARNP	-0.268849945	0.236706601522114	0.462664747	0.440588006102047
49	CNPY2	-0.545145798	-0.0224022092944127	0.781480775	0.953328515583068
50	GLS2	-0.383613968	0.0739624962632369	0.136237902	0.835524715960821
51	ATP5F1B	0.077585983	0.242071368676427	0.117506948	0.335234072289958
52	NACA	0.10815239	-0.133384014292478	0.115250682	0.616483027102458
53	SHMT2	0.406401062	0.51715367335801	0.4311238	0.031531186775011
54	DCTN2	-0.271235657	-0.0282849617035425	0.412003814	0.933840070162559
55	LMAN1	-0.037849045	0.429242401208602	0.028371232	0.0112575669206288
56	PYGL	-0.114569473	0.0296527328360977	0.085811357	0.96181743223945
57	RTRAF	0.014648438	-0.216056736147543	0.009569756	0.55190601993667
58	PSMC6	-0.068487549	0.31997418200124	0.059517131	0.266248174341236
59	GMFB	-0.102033615	0.385911476299009	0.133964053	0.265121988616093
60	TIMM9	-0.041943741	0.0560289964768462	0.040714952	0.923498081450028
61	SUOX	0.525448608	0.653823486827484	0.875723477	0.00196821459499466
62	RPS26	0.088386154	0.0378590249729825	0.113751928	0.92499713692674
63	OS9	1.279566956	-0.367295269513367	0.891493694	0.014808362661669
64	TMED4	0.892140579	0.213953865272124	1.957312353	0.221879842240532
65	AASS	-0.399652863	-0.073666599666275	0.170117592	0.885667823197741
66	DLD	0.092826462	0.308372069854197	0.090412193	0.236702308483933
67	NAMPT	-1.016181946	-0.287956747994775	0.609627097	0.460401974691086
68	PSMC2	0.276338959	0.329066421948676	0.26183775	0.205602004315397
69	CD36	-0.621105576	0.620120632705745	0.504150978	0.124229579855058
70	CROT	0.511074448	0.306861025056115	0.79278568	0.271013182315094
71	PON1	0.849863815	0.5118789425368	0.59319487	0.21357793960834
72	PON3	-1.038821411	-0.136423423023839	1.014343539	0.775722135504683
73	SLC25A13	0.174835205	0.304922038728109	0.071271454	0.222498470431399
74	FBP1	0.332624054	0.231442522686635	0.791802523	0.54867983329166
75	FTCD	0.084056854	0.175470983895447	0.077387049	0.690641885028327
76	COL6A2	0.537936401	-1.44966827469797	0.39613697	0.00845210027725068
77	CSTB	-0.306409454	-0.299276817721942	0.454183884	0.396638939009273
78	NDUFV3	0.833226776	0.0806001135443336	1.371034433	0.830776990285059
79	CA3	-1.384884644	-1.12899646978833	1.222062303	0.470817104301311
80	CHMP4C	0.734112549	1.06285366126103	0.531704255	2.01209972225886e-06
81	LACTB2	-0.208834457	0.343068584469604	0.416718751	0.193032724096773
82	COPS5	0.050979996	0.145797962792589	0.069727863	0.658469666117488
83	ADHFE1	-0.654390717	0.350714871300926	0.281410302	0.427902112275921
84	RRS1	0.534825897	0.254321720685357	0.404576592	0.508321567756563
85	TTPA	0.077296829	0.67541008262282	0.042000455	0.0158851411567223
86	GGH	2.339460754	0.401936962705283	1.486386586	0.341593557717876
87	GATD3	0.234076691	-0.0520553322828171	0.100593449	0.932963815966775
88	CCT2	0.284279633	0.0722165095229191	0.136108955	0.874068604254921
89	DCN	-0.243724823	-0.574167381059707	0.141424225	0.362476195286209
90	NDUFA12	0.495684433	0.288838201642249	0.291212038	0.181445907862638
91	METAP2	0.706491852	0.11899652482191	0.277692808	0.684356079155849
92	AMDHD1	0.016046524	0.302864963987986	0.005302043	0.333616039248151
93	PAH	0.828616714	0.652278157907095	0.531739683	0.0297706014714298
94	LUM	0.302273178	-0.0529876969652799	0.247399913	0.984350508977572
95	WASHC3	1.856938934	-0.622817892829701	0.613549738	0.0153638074773124
96	TOLLIP	0.920881271	-0.175952924870983	1.892719363	0.52869842105697
97	SSR3	0.404949951	-0.226404173159597	0.277239125	0.288414614863026
98	RBP1	0.251951218	-0.186426236168966	0.193013809	0.740425573036701
99	PCCB	-1.369005585	0.155837800527923	1.06638989	0.54867983329166
100	OPA1	0.103317642	0.312929852046706	0.080227272	0.197913552844081
101	EIF4A2	-0.902762985	-0.113046667287795	0.258840559	0.768333253768344
102	DNAJB11	0.725265503	0.154618476366762	1.908059866	0.734559516562511
103	EHHADH	-0.021090698	0.646829484317041	0.00550603	0.000287407350558111
104	PSMD2	-0.619139481	0.279248148298686	0.397659591	0.161956843620219
105	NCEH1	-1.639264297	-0.343468847070967	1.963169574	0.66871731408223
106	COPB2	0.700556946	0.0405288240037966	0.382582794	0.922333152793327
107	PPP1R2	-0.316256332	0.412667964885672	0.503907667	0.13942864503496
108	SELENOF	0.267518234	0.150741368399956	0.255076075	0.610939021746181
109	MCOLN2	0.133181381	0.873495485096686	0.069366784	0.22970564468716
110	ACADM	0.523027802	0.403331006277176	0.664718117	0.178921053743309
111	CRYZ	0.194353104	0.847184111261613	0.072490084	2.93904999781676e-05
112	AKR7A2	0.55193367	0.363449407469118	0.27894372	0.116012323108031
113	DDOST	-0.458362961	-0.17764127877419	0.3696326	0.615485219425985
114	HNRNPR	0.285618973	-0.0359884358589749	0.229564242	0.941456135540688
115	RPL11	0.565934372	-0.0473918485147093	0.701109228	0.8782795756773
116	HMGCL	-0.009660721	0.340407212693943	0.017119259	0.143566997807165
117	CLIC4	0.14865036	0.507818794152815	0.174817951	0.128396379291421
118	SH3BGRL3	-0.326360321	-0.514513644507152	0.413263261	0.17092620223011
119	SFN	-0.550889206	1.52698098144832	0.199101892	NA
120	NUDC	0.059502792	0.0361791884094199	0.074805479	0.957891440386049
121	STX12	0.16930542	0.265183380833554	0.18418203	0.606195135839027
122	DNAJC8	-0.842441559	0.125771021171529	0.564821383	0.64661657730821
123	ATP5IF1	-2.115525055	0.0479310728025105	0.970830629	0.96972436795785
124	RCC1	0.369875336	0.108328119804762	0.167127456	0.837775133072571
125	AGMAT	0.246439743	0.694823101433383	0.145421766	0.00197249910027365
126	ALDH4A1	-0.247209549	-0.0592311947316751	0.177842416	0.888169809496036
127	MECR	0.207984924	0.395821251390635	0.076700665	0.279834212609826
128	UROC1	0.288035965	0.440618435809985	0.412006725	0.00827409935401124
129	HACL1	0.138853455	0.559964295147492	0.106050231	0.181069599554182
130	CMC1	0.843192291	-0.0792213497140947	0.279274973	0.868002494662722
131	HIBADH	-0.282200623	-0.294693552542717	0.643139484	0.154019540327286
132	ACSM1	0.963671875	0.631266845841696	0.297930557	0.136796114286678
133	CRYM	-0.323394012	1.05190104035647	0.266734196	0.00122173251402734
134	CARHSP1	-0.152804184	-0.855553931397426	0.10031426	0.291514200570148
135	ABAT	-0.133497238	0.278716954062093	0.133556718	0.256789538559092
136	NDUFB10	0.293729782	0.148136042817975	0.704720395	0.641173387954852
137	RPS2	0.047112274	-0.27019283463456	0.050854534	0.549705575947063
138	HAGH	-0.202356339	-0.325816585858648	0.395977695	0.148082633144501
139	RSL1D1	0.47768898	-0.113204702926139	0.437943815	0.834496875280698
140	ECI1	0.145929337	0.223803583292596	0.472162128	0.653415908467456
141	NHERF2	0.766053391	-0.0482493611372372	0.787759711	0.926598004246444
142	MRPL28	-0.202067566	0.058216815883515	0.146893098	0.834392123066897
143	POSTN	-1.206973267	-1.53955991895142	0.714401928	0.195866568184624
144	HSPH1	-0.943343353	0.587812666316599	0.556807041	0.303771360951878
145	URAD	-0.322935867	0.476024225655172	0.782831066	0.253711230661553
146	RPL21	0.245558167	0.213305806056548	0.087291407	0.344010889652795
147	SUCLA2	-0.671950912	0.398752044179466	0.244664466	0.0436044896069553
148	ESD	0.136732483	0.325888422251534	0.136896976	0.477026417188756
149	LCP1	0.328914261	0.621932003458542	0.181924633	0.347072263795607
150	TIMM8B	-0.480884933	0.21939365748024	0.173244818	0.618964532739663
151	PTS	0.152700043	0.199064572962517	0.149384005	0.587390238634843
152	NNMT	1.103598022	2.14690986611325	1.128385007	2.53215341295803e-18
153	TAGLN	-0.193750763	0.0466627909991358	0.507117725	NA
154	ATP5MG	0.040043259	0.356348305742106	0.033780316	0.0418911427373415
155	TTC36	0.000657272	0.504562326955041	0.00113541	0.160958857134758
156	RPS25	0.248246002	0.0174366375778488	0.393947903	0.948397880098785
157	HSPA8	-0.126150513	0.59337938207143	0.161016264	0.361389761636065
158	C3H11orf54	-0.312573242	0.627032770172333	0.224105061	0.00377079494439436
159	RPL26	0.186552811	0.0115127121135741	0.373593869	0.971628115449322
160	EIF4A1	-0.25610466	-0.0978937023457807	0.314589366	0.647758867638572
161	EIF5A	-0.141695404	-0.0293233112646836	0.205554853	0.912285153141888
162	PSMB6	-0.310903168	0.221246212355147	1.114137726	0.382638381174657
163	C1QBP	0.122181702	0.0932662039513764	0.123560674	0.807897965032757
164	CRK	-1.331552887	0.298744990317408	1.026055819	0.55739790248338
165	YWHAE	0.005657196	0.0584144388938177	0.012357701	0.831630821039197
166	SDF2	2.506159592	0.107466105454771	3.278675081	0.67769767622512
167	APOA1	-0.297621155	-0.444132735705531	0.39304077	0.0377053259896158
168	SAT2	0.550071335	0.0943242583175711	0.224890939	0.941489208139812
169	ASGR1	-0.489839554	-0.461504530226574	1.622151317	0.119755488856018
170	TXNDC17	-0.148579025	-0.0612847321876329	0.200368138	0.899910155312731
171	ITIH2	-0.013450623	-0.867773189355696	0.010778167	0.000398912457153388
172	PTER	-0.610737228	-0.106732885877531	0.459748775	0.916750101327672
173	VIM	-0.289607239	-0.0623210163907583	0.388845775	0.957410898279781
174	ABI1	-0.923550797	0.118495371800688	0.616204143	0.813576906677156
175	PARP1	0.43573761	0.0597484039576519	0.27738829	0.901114409534364
176	HNRNPU	-0.412660217	-0.0402821951515505	0.483449316	0.930682063474596
177	SELENOP	0.693346786	0.0533707887116416	0.580626279	0.936769314833631
178	DAB2	0.627446747	0.964432529678725	0.263121172	4.52242500710806e-05
179	AMACR	-0.711501694	0.598334175435411	1.077971962	0.0766128643848447
180	SUB1	-0.357446289	0.0189064538908267	0.334737697	0.961443471040676
181	SYNCRIP	-0.110785675	-0.0357255684263934	0.039742741	0.932239273151633
182	SNX3	-0.333887863	0.393985619346334	0.165773591	0.0477159312730629
183	TSTD3	1.017235947	0.533643554936315	1.145400042	0.022441451720372
184	MTRES1	-0.597095108	-0.27368335400643	0.443303517	0.329613521218693
185	TOMM6	0.198227692	0.231692417899945	0.105783442	0.273571496492082
186	CNPY3	-0.752455902	-0.168949793662294	0.453470466	0.644538299863033
187	GNMT	0.567749786	0.694200096025563	0.640602231	0.0219551838728381
188	HSP90AB1	-0.494248962	0.318022635831009	0.50913384	0.373558893763936
189	MMUT	0.656928253	0.407567869520738	0.460238032	0.206961931682863
190	RPS4X	-0.07412796	-0.194061741747705	0.096220787	0.258262019102845
191	TMEM30A	0.356577682	0.0329219491214911	0.261119693	0.960322470855083
192	RPL7L1	0.714666367	0.116217070933311	0.29108157	0.725470018919328
193	MRPL2	0.225234604	0.113211549790472	0.180510119	0.781896782710346
194	SNRPD1	0.413875198	0.0444665120094753	0.146107105	0.956970693037905
195	ATP5F1A	-0.336235809	0.208046867438084	0.642547554	0.523914350101974
196	DSG2	-0.30348053	0.167673455350827	0.17958664	0.778253042120551
197	PPID	0.526618958	0.447233998956837	0.238716654	0.0256078210320876
198	ETFDH	0.008448029	0.32128591315942	0.00232329	0.112748208355913
199	TDO2	-0.445413971	-0.469080677204643	0.477003822	0.145238706832825
200	FGG	-0.223416901	-0.182287704585849	0.35474504	0.782829154159333
201	RPS3A	-0.002500916	-0.356901770402086	0.002734429	0.145238706832825
202	FGA	-0.261829758	-0.351321349118243	0.481403147	0.526203740802184
203	AIFM1	-0.030267715	0.188583870693784	0.033518252	0.488667146316956
204	HSD17B10	0.930036545	0.22306838300914	1.548116082	0.559387168837405
205	SSR4	0.215818405	-0.111051386217487	0.697253008	0.745610120033876
206	BGN	-0.023228073	-0.659111887401292	0.014492842	0.192643141625555
207	MMGT1	-0.18303833	0.223026645049833	0.113770957	0.605499664120854
208	MIX23	-0.516800308	0.181370687205254	0.573802533	0.594635913447349
209	HGD	0.303159714	0.734748798428951	0.317197773	0.00406140164553991
210	NDUFB4	0.405270767	0.50176436640588	0.51893546	0.00156449673721452
211	ATP6V1A	-0.138935471	0.225774335899242	0.059443933	0.562892728348026
212	RPL24	-0.493186188	-0.150348519930441	0.412830633	0.354692004530314
213	TFG	0.213341904	-0.0582231143234384	0.125781584	0.944455197861069
214	TOMM70	0.143813705	0.301844416365879	0.113167172	0.238551305513778
215	SEPTIN7	0.870506668	0.13866055845119	0.439900364	0.764702678651323
216	INMT	0.302141571	-0.114868957917752	0.215661562	0.868332054859062
217	PLPBP	0.86935463	0.355409866968002	0.686137674	0.0770554469346458
218	GSR	0.223072052	-0.213573582158621	0.101897443	0.59407819112417
219	CHMP2B	0.35132637	0.266819064005404	0.233648582	0.577245158104005
220	ENO1	0.293317795	0.0115197994759128	0.435869799	0.98376363457165
221	SERBP1	-0.170259857	0.143391302995051	0.153474162	0.462886656206629
222	MAGOH	0.784769821	0.560701250892735	0.62859348	0.0487558495108633
223	CPT2	-0.630130005	0.379135608936941	0.329932192	0.313140087167027
224	BTF3L4	-0.384250641	0.0855233442499449	0.915963242	0.833503049785558
225	TXNDC12	0.083630371	0.136517533223223	0.074015314	0.575851534382288
226	FGGY	-0.091806793	1.2488023226784	0.055112804	4.0530544695608e-06
227	RBP4	-0.11223793	-0.0447995685091269	0.045362096	0.907171790287769
228	MAT1A	0.925703049	0.459289227449862	1.183788016	0.192334537135693
229	UPB1	-0.117303085	0.590473737618896	0.144799585	0.0061613139328148
230	SNRPD3	-0.251342392	-0.154040945879019	0.215005922	0.65812419600169
231	GGT1	4.032580185	1.80299058337028	3.18685494	1.15533059959e-15
232	DDT	0.453936386	0.572196708807458	0.897951297	0.00143238230760815
233	MIF	0.001129913	-0.374356143413063	0.000741332	0.33704209879389
234	SDF2L1	0.456077957	-0.174333167859897	0.977561093	0.768943660028901
235	MRPL40	-0.317557526	0.126853725384677	0.47851676	0.687537305475506
236	RANBP1	-0.72227211	0.132155809440151	0.457344534	0.713169504712958
237	PRODH	-0.510621262	0.0210136701025789	0.37556385	0.974029923966791
238	CISD1	0.266736221	0.355353083615013	0.611766352	0.0552652736813142
239	MBL2	-0.547846985	-0.866627277648195	0.229104773	0.00150456932963791
240	TFAM	0.368569565	0.137290291805159	0.997837182	0.825378637714247
241	NDUFB9	0.177315903	0.22359851095921	0.232473207	0.419623464286131
242	ANXA13	1.081850052	1.07247806384432	0.426836576	0.220684212914559
243	EMC2	-0.072008133	0.124919144567753	0.060272344	0.734559516562511
244	NCALD	1.539902878	0.741766295733139	1.256630697	0.280457862642279
245	NAPA	-0.623435593	-0.00727779131425754	0.394270266	0.988131115734371
246	SAE1	0.435812759	0.423660288259007	0.562604775	0.0603473356812723
247	SNRPD2	-0.092676544	0.232781608470891	0.09780414	0.792482663247226
248	APOC2	-0.110934067	2.61939367256229	0.044192621	0.0229051880516629
249	APOC1	-0.335548401	-0.0442933947615096	0.228912871	0.896249965526512
250	LIN7C	-0.512923813	0.176396865990654	0.243030041	0.717153492800117
251	CAT	-0.443470764	-0.261294068425245	1.307116001	0.399963166382158
252	CD44	0.175799561	0.480636376306669	0.272178119	0.551394860447213
253	API5	-1.097806549	-0.443456847515841	0.323466524	0.447026202919474
254	HSD17B12	-0.235045624	-0.172923236759913	0.119930416	0.58126446774616
255	PDHX	-1.07303772	0.383717139502732	0.774010073	0.239653942355997
256	OCIAD1	-0.153394699	0.27859517781123	0.142083437	0.28293757708654
257	UGDH	0.097719193	0.545055267395002	0.121379584	0.333616039248151
258	ITGB6	0.015748215	1.63985331638095	0.017352888	NA
259	RALB	0.406649399	0.0571876681608386	0.380260549	0.91735827770435
260	DBI	-0.054486847	0.0437939787274621	0.07004004	0.897870370914765
261	STEAP3	-1.967374802	-1.40280536316432	2.747412026	0.00483015904993173
262	GSTK1	0.616830063	0.326824651275379	0.252065443	0.463821967261993
263	NDUFB2	0.198297882	-0.0174696582636443	0.188132641	0.979261132460626
264	AKR1D1	-0.328099823	0.0644821207260512	0.244556707	0.935061575175399
265	MTPN	0.699930191	0.20653840693691	0.500322298	0.456894910649356
266	BPGM	-0.41654892	0.388897465956237	0.194918642	0.150032766170018
267	ATP6V1F	1.479537582	-0.0448434664981188	1.019858372	0.938058163918663
268	SND1	-0.386566544	-0.0937359199255946	0.155546151	0.855440203777645
269	TRIM23	1.59716835	0.0682992750817568	1.52225324	0.926314379141743
270	MRPS36	-0.051796341	0.206062338738809	0.039737888	0.440309959059255
271	BTF3	0.003261566	-0.110773637948335	0.004999306	0.6742079077949
272	PSMD11	0.04283905	0.151402594540543	0.039492541	0.579151511842373
273	ZNF830	-0.859920883	-0.0909700689435442	0.218630354	0.868301059508162
274	DHRS11	0.437831116	-0.0209056728105091	0.431722805	0.974593335204844
275	CLTC	-0.287189865	0.219422153746698	0.062946195	0.528947987072149
276	SCPEP1	-0.415981674	0.0570824246725401	0.43642953	0.912575039670123
277	COL1A1	0.166122818	-0.851879332027471	0.057873319	0.508487759425848
278	PHB1	0.009915924	0.238443267450378	0.014083125	0.220597108057727
279	CBX1	-0.889860153	-0.0863299627146584	0.545913113	0.781171866143855
280	SCRN2	0.174024963	0.201246366815519	0.129114397	0.573339224094951
281	KPNB1	-0.798111343	0.126317544792095	0.724668976	0.57472053104459
282	RPL23	0.130999756	-0.107333966012071	0.103598955	0.55739790248338
283	LASP1	0.343812943	0.193103511468814	0.645457526	0.750071123431091
284	MIEN1	0.116693497	0.194470376680934	0.111416133	0.495323595620422
285	EIF1	0.325697708	0.0268818974765878	0.574105862	0.954599383095547
286	RAB5C	0.146970367	0.201500576660058	0.221610213	0.13959943772115
287	CAVIN1	0.101148224	-0.318333914415353	0.063084389	0.741193324950904
288	PSME3	-0.908423996	0.177129975044818	0.440034121	0.488426040655596
289	RPL27	0.01112442	-0.0920671018992384	0.010738152	0.758414129600224
290	VAT1	0.419335937	0.873105624803487	0.44846665	0.0451671322419664
291	CA4	0.69454422	1.17441742962503	0.452533505	0.185960301657069
292	PNPO	0.616394043	0.110521296967642	0.640462659	0.772458271967502
293	KRT9	0.149224472	NA	0.033873703	NA
294	NAGLU	0.329431152	-0.829308455529208	0.271498531	0.00210929847527868
295	ALDH8A1	0.358917999	0.63408385605011	0.351424928	0.00354563266789681
296	ARG1	0.046858597	0.292334318515216	0.082885363	0.326170454934952
297	AKAP7	0.115808868	0.260149633489739	0.054803576	0.625046525208046
298	ENPP3	-0.40618515	-0.332640514450226	0.346423201	0.671388440288957
299	CCT7	-0.227689743	0.224774086584688	0.081028816	0.375070525636169
300	SPR	0.609713364	0.671416037036324	1.283315137	0.0525439118348458
301	FAM136A	-0.380877686	0.262327277914789	0.881519868	0.586053796021951
302	SNRPG	1.639313889	0.0848287142179685	0.949044943	0.871515514592018
303	PCBP1	0.208642197	0.092579541142791	0.53868249	0.737328438713368
304	ANXA4	2.042669296	1.10325884730127	1.886705375	0.0426075935488196
305	MDH1	0.037601852	0.500238159105174	0.043369116	0.0418911427373415
306	PTRHD1	-0.486220932	-0.279036807112273	0.360705842	0.76732077578842
307	IAH1	0.105688477	0.662298298392697	0.122249119	0.00885659414711187
308	NEDD8	0.162862015	0.0763780578729459	0.121887112	0.837105620429965
309	PSME2	0.625709152	-0.489306789525988	0.414781983	0.0482405940679391
310	PSME1	-0.663180542	-0.909154061286287	2.328483143	0.000231335043113641
311	PSMB5	-0.768596649	0.237899145216344	0.249454352	0.257211542648757
312	DAD1	0.19373703	-0.0171483355608667	0.114300109	0.97845970748236
313	APEX1	-0.188166809	-0.275566583324606	0.160663837	0.458951991791699
314	SRP14	0.278147888	0.243365118130956	0.407431743	0.486800270466013
315	IVD	-0.38323288	-0.00788213151262328	0.529347133	0.990157784804201
316	GCHFR	0.153334045	0.318235896262216	0.238077077	0.249364231444352
317	CHP1	0.207605362	0.0809145008607282	0.322201113	0.780072205783543
318	SNAP23	-0.165223694	0.235973811085639	0.466557152	0.413691742984598
319	UBR1	0.769838333	0.259220590073572	0.201181778	0.559930849210453
320	PDIA3	-0.329653549	0.0659419469765761	0.727171168	0.89188404911552
321	HYPK	0.331858826	0.102720724488223	0.273434259	0.75553374092198
322	EIF3J	-0.20978508	-0.195158116708346	0.267533894	0.395822348071784
323	BLOC1S6	0.4897892	0.245193580388426	0.28549687	0.65812419600169
324	MDP1	0.192202377	-0.490566283329261	0.08830594	0.215493375843746
325	RMDN3	-1.312765121	0.326591336316574	1.419997685	0.283154799049572
326	B2M	-0.548122406	-0.134067160095178	1.105811736	0.78218052776069
327	SORD	1.116863632	1.6289667032862	1.26444945	4.21456413216031e-05
328	HSD17B4	-0.11361351	0.290709496831046	0.14364739	0.354282471607398
329	SNX2	-0.404190826	0.261449236277622	0.524452953	0.282107368259229
330	ALDH7A1	0.168806076	0.106623105154964	0.321056509	0.779180453887307
331	LMNB1	-0.537608337	0.278588131383932	1.235713889	0.388741280980654
332	HSPA4	-0.628570557	0.460715890647472	0.623338143	0.0151175993226348
333	VDAC1	0.79335022	0.600539601149355	1.386711434	0.00416349917678198
334	SKP1	0.021324158	0.358188754472664	0.02655151	0.0925780049329556
335	PPP2CB	-0.268689728	0.222810013941091	0.289127164	0.585632151350936
336	SAR1B	0.393702698	0.773896218235589	0.639645227	0.00820611983241009
337	TGFBI	1.111406708	0.00320160752935583	1.258428124	0.997576121677143
338	MATR3	1.274511719	-0.0132714313316599	1.002159867	0.982882991002845
339	PAIP2	1.094130325	0.192530574607097	0.577833044	0.360329431258225
340	PFDN1	-0.107808304	0.524478222712505	0.086853119	0.0143521258602127
341	NDUFA2	0.226203537	0.250118431635683	0.61732379	0.463821967261993
342	MZB1	0.926543808	2.75086829956866	1.731850135	6.07620566342578e-05
343	SNRPE	0.457584	0.229173749898177	0.256241861	0.436176163309123
344	TMED10	0.500038528	0.209060979527328	1.263870566	0.587390238634843
345	CALM3	-0.111008072	-0.0492289086575709	0.117225358	0.908222377643019
346	ASAH1	0.378793716	0.271289357881688	0.713961376	0.433683822606916
347	SORBS2	-0.502750015	0.279379104632001	0.272753945	0.438212555910192
348	SLC25A4	0.609075165	0.866230945537405	0.5792413	0.00740750876847035
349	ACSL1	0.644510269	0.452244105542094	0.198022199	0.160247539301269
350	AADAT	0.702868271	0.741069537979226	0.476049752	0.00116155438266143
351	NDUFA9	-0.608636475	0.151153245163365	0.238102082	0.575328843352313
352	GAPDH	-0.634191132	0.108165954844767	1.187759016	0.797745819145528
353	HMOX1	-0.15276947	-1.00757997210505	0.224737576	0.280457862642279
354	MB	0.411024857	1.14999853998272	0.166481761	0.0136449567234496
355	RPL3	-0.079455566	-0.225607420984114	0.068440145	0.462428764914088
356	ST13	-1.00738678	0.0376922108169954	1.565894368	0.90018322487296
357	ACO2	-0.053441238	0.0512845419567727	0.027112517	0.903808044437774
358	NDUFA6	1.414084625	0.322001238993888	1.435375018	0.25247594115503
359	PACSIN2	0.334207153	-0.0853680905764442	0.118997577	0.873347487886285
360	TTC38	0.366751099	0.165793794467033	0.220587579	0.667265272378724
361	M6PR	0.117708588	-0.0919351315108399	0.076241981	0.714090340985707
362	TXN2	1.309197235	0.375987778841061	1.198031555	0.231344930251162
363	LGALS2	0.843590927	0.394833686137799	0.316740618	0.461938741449054
364	CCDC134	-0.290477753	-0.258148082869528	0.176333873	0.383412875283639
365	NAGA	-0.267932892	-0.126212213083308	0.137873953	0.717674474152732
366	CRELD2	-0.645051956	-0.318903777823606	0.958044136	0.619806777343884
367	TYMP	0.157633591	-0.0661940862641165	0.219764708	0.937547106131141
368	SERPINH1	-2.017088699	-0.575006110245639	1.530883928	0.29556239456599
369	HAO1	0.023467255	0.853946738015354	0.023746777	0.004186283956103
370	DDRGK1	0.285604095	0.04870301402544	0.282342214	0.873786157626521
371	PGAM5	0.909038925	-0.239842701247775	0.962206451	0.581106865117848
372	PSMD9	-0.195331955	-0.00826635855279489	0.318527325	0.989706016582941
373	HPD	0.16431694	0.27352614225155	0.260312409	0.28516673941523
374	VPS29	-0.51708374	0.0149770241241998	0.478286573	0.975291028344284
375	RPL6	0.560723114	-0.104575406137406	0.960252515	0.763896555312385
376	PEBP1	-0.42947998	0.273476483028502	0.500572107	0.739000962887102
377	RPLP0	-0.098883057	-0.0536429414531075	0.128921842	0.845973931712722
378	MLEC	-0.836402512	-0.0941778860440591	0.506024311	0.766107393158845
379	PLBD1	0.164447403	0.0204283354431044	0.105959898	0.97744342048724
